,Unnamed: 0,event_id,primary_act_id,secondary_act_id,purch_party_lkup_id,event_name,primary_act_name,secondary_act_name,major_cat_name,minor_cat_name,la_event_type_cat,event_disp_name,ticket_text,tickets_purchased_qty,trans_face_val_amt,delivery_type_cd,event_date_time,event_dt,presale_dt,onsale_dt,sales_ord_create_dttm,sales_ord_tran_dt,print_dt,timezn_nm,venue_city,venue_state,venue_postal_cd_sgmt_1,sales_platform_cd,print_flg,la_valid_tkt_event_flg,fin_mkt_nm,web_session_cookie_val,gndr_cd,age_yr,income_amt,edu_val,edu_1st_indv_val,edu_2nd_indv_val,adults_in_hh_num,married_ind,child_present_ind,home_owner_ind,occpn_val,occpn_1st_val,occpn_2nd_val,dist_to_ven
114,115,c05de459561a4c4befd7,7fee8cfb3ae54d961f4b,e3c35d3dddb18195d2a9,402b23b411dd2851ddca,Trombone Shorty & Orleans Avenue,Trombone Shorty & Orleans Avenue,The London Souls,CONCERTS,JAZZ,CONCERTS,Trombone Shorty & Orleans Avenue,     WWW.BOGARTS.COM           TROMBONE SHORTY           & ORELANS AVENUE              BOGART'S           2621 VINE ST./ALL AGES  THU MAY 14 2015 DOORS 7PM ,4,93.0,eTicket,2015-05-14 23:00:00,2015-05-14,2015-03-11,2015-03-13,2015-04-12 18:24:57,2015-04-12,2015-04-12,EST,CINCINNATI,OHIO,45219,www.concerts.livenation.com,T ,Y ,Cincinnati-KY,402b23b411dd2851ddca,,,,,,,,,,,,,,
117,118,30199c71ee49e8a99a7c,e6e0ebf034c51d798bf5,072a8251d8e033189a27,e22efd13af7d588e8cd5,Hozier,Hozier,Little Green Cars,CONCERTS,ROCK/POP,CONCERTS,Hozier,"   LIVE NATION PRESENTS             HOZIER                  HOZIER.COM          RADIO CITY MUSIC HALL            *  *  *           TUE SEP 29, 2015 8:00PM  ",2,109.0,eTicket,2015-09-30 00:00:00,2015-09-29,,2015-04-24,2015-04-24 14:14:08,2015-04-24,2015-05-08,EST,NEW YORK,NEW YORK,10020,www.ticketmaster.com,T ,Y ,New York,e22efd13af7d588e8cd5,,,,,,,,,,,,,,
122,123,ed9e5da614d1df1df997,451e4eac7cc90edaf257,3ae578b10ab614979219,a4e005d180cd663632db,Ed Sheeran,Ed Sheeran,Christina Perri,CONCERTS,POP,CONCERTS,Ed Sheeran,                                  ED SHEERAN            www.edsheeran.com        BLOSSOM MUSIC CENTER    NO PROF CAMS VID/AUD REC  FRI SEP 18 2015 7:30 PM  ,2,79.0,eTicket,2015-09-18 23:30:00,2015-09-18,2015-04-06,2015-04-10,2015-09-15 23:14:50,2015-09-15,2015-09-18,CST,CUYAHOGA FALLS,OHIO,44223,www.concerts.livenation.com,T ,Y ,Cleveland,a4e005d180cd663632db,,,,,,,,,,,,,,
123,124,a4f61345f46e1d509549,a1960110eefbdd5c8f17,38cc60d12f8c15dab8b5,0a9a5ac156527e92cba4,All Time Low & sleeping with sirens: back to the future hearts tour,All Time Low,Sleeping with Sirens,CONCERTS,ALTERNATIVE ROCK,CONCERTS,All Time Low & sleeping with sirens: back to the future hearts tour,"   LIVE NATION PRESENTS          ALL TIME LOW          SLEEPING WITH SIRENS      SOUTH SIDE BALLROOM     1135 S. LAMAR/DALLAS,TX   SAT OCT 17 2015 6:00 PM  ",1,28.5,eTicket,2015-10-17 23:00:00,2015-10-17,2015-07-09,2015-07-10,2015-10-04 23:10:15,2015-10-04,2015-10-04,CST,DALLAS,TEXAS,75215,www.concerts.livenation.com,T ,Y ,Dallas,0a9a5ac156527e92cba4,,,,,,,,,,,,,,
126,127,9a31fd6c754af6aa1c80,0acaf015b58cd1a8eb49,ce37ac849d4bddc5459a,cae8f65fe21746c72018,Yelawolf With Fefe: Slumadian Tour,Yelawolf,Fefe Dobson,CONCERTS,RAP/URBAN,CONCERTS,Yelawolf With Fefe: Slumadian Tour, LIVENATION.COM PRESENTS           YELAWOLF                WITH GUESTS              THE UNION HALL       NO MINORS/GOV'T ID REQ'D  WED APR 20 2016 DRS 8PM  ,2,79.0,Mail,2016-04-21 02:00:00,2016-04-20,2016-02-26,2016-02-26,2016-03-01 20:42:42,2016-03-01,2016-03-02,PST,EDMONTON,ALBERTA,T6E 6C7,www.ticketmaster.ca,T ,Y ,Edmonton,cae8f65fe21746c72018,,,,,,,,,,,,,,
127,128,80ae54abd8413810fb32,89712180ab9f1ed64244,7fc1d073d4a4eb197c94,065bda6d09f707058fa5,Vans Warped Tour Presented By Journeys,Vans Warped Tour,Handguns,CONCERTS,ALTERNATIVE ROCK,CONCERTS,Vans Warped Tour Presented By Journeys," PRODUCED BY LIVE NATION       VANS WARPED TOUR       PRESENTED BY JOURNEYS     WWW.VANSWARPEDTOUR.COM  VINOY PARK, ST PETERSBURG FRI JUL 03 2015 DRS 11 AM ",1,36.0,TicketFast,2015-07-03 15:00:00,2015-07-03,2014-12-12,2014-12-12,2015-05-22 02:47:33,2015-05-21,2015-07-01,EST,ST PETERSBURG,FLORIDA,33701,www.ticketmaster.com,T ,Y ,Tampa,065bda6d09f707058fa5,,,,,,,,,,,,,,
128,129,f099dd6731807f4d27ed,b9fcab6d9e4154e2a3c6,b85143bf51323b72e53c,aa97ad905ffa072af4e5,Janet Jackson: Unbreakable World Tour,Janet Jackson,,CONCERTS,ROCK/POP,CONCERTS,Janet Jackson: Unbreakable World Tour,   LIVE NATION PRESENTS         JANET JACKSON         UNBREAKABLE WORLD TOUR       COMERICA THEATRE      WWW.COMERICATHEATRE.COM   MON OCT 19 2015 7:00 PM  ,2,164.0,eTicket,2015-10-20 02:00:00,2015-10-19,2015-06-15,2015-06-22,2015-08-04 23:31:35,2015-08-04,2015-08-06,MST,PHOENIX,ARIZONA,85003,www.concerts.livenation.com,T ,Y ,Arizona,aa97ad905ffa072af4e5,,,,,,,,,,,,,,
130,131,50b85568f898dd6fb9bf,c7f95b39e4b8b92beb75,b85143bf51323b72e53c,ff9eaf7dcc1856a54f78,89.9 Wlca Welcomes: City And Colour,City and Colour,,CONCERTS,ALTERNATIVE ROCK,CONCERTS,89.9 Wlca Welcomes: City And Colour, DOORS 7:00 PM * ALL AGES      CITY AND COLOUR        WWW.CITYANDCOLOUR.COM    THE PAGEANT * ST. LOUIS  $2 MINOR SURCHRGE @ DOORS  TUE JAN 26 2016 8:00 PM  ,1,32.5,eTicket,2016-01-27 02:00:00,2016-01-26,2015-10-27,2015-10-30,2015-10-30 00:04:16,2015-10-29,2016-01-26,CST,SAINT LOUIS,MISSOURI,63112,mobile.ticketmaster.us,T ,Y ,St. Louis,ff9eaf7dcc1856a54f78,,,,,,,,,,,,,,
131,132,b1481f41b22fec93350a,b9fcab6d9e4154e2a3c6,b85143bf51323b72e53c,be3ef332551d718fc95f,Janet Jackson: Unbreakable World Tour,Janet Jackson,,CONCERTS,ROCK/POP,CONCERTS,Janet Jackson: Unbreakable World Tour,"   LIVE NATION PRESENTS         JANET JACKSON         UNBREAKABLE WORLD TOUR      PRUDENTIAL CENTER             NEWARK, NJ         WED AUG 17, 2016 8:00PM  ",4,60.0,eTicket,2016-08-18 00:00:00,2016-08-17,2015-07-14,2015-07-20,2015-07-20 14:34:52,2015-07-20,2015-07-20,EST,NEWARK,NEW JERSEY,07102,www.ticketmaster.com,T ,Y ,New York,be3ef332551d718fc95f,,,,,,,,,,,,,,
134,135,20dcbbb9053ad15b94f2,efda3aaa464cdf91b3ba,85d616cd1c898d752bc6,b42171d5ee04d3e86fa3,Garbage,Garbage,Torres,CONCERTS,ALTERNATIVE ROCK,CONCERTS,Garbage,"   LIVE NATION PRESENTS            GARBAGE               WWW.GARBAGE.COM         SOUTH SIDE BALLROOM     1135 S. LAMAR/DALLAS,TX   THU OCT 15 2015 8:00 PM  ",1,35.0,Mail,2015-10-16 01:00:00,2015-10-15,2015-06-10,2015-06-12,2015-07-10 16:13:03,2015-07-10,2015-07-15,CST,DALLAS,TEXAS,75215,www.concerts.livenation.com,T ,Y ,Dallas,b42171d5ee04d3e86fa3,,,,,,,,,,,,,,
141,142,c1bc42fefe36e4a84cc2,e0db760dba36e1986bf1,b85143bf51323b72e53c,d681563d746dbbb1f243,Four Tet,Four Tet,,CONCERTS,ROCK/POP,CONCERTS,Four Tet,   CROSSROADS PRESENTS             FOUR TET                    ****               PARADISE ROCK CLUB         18+ W/ VALID ID      WED MAY 25 2016 DRS 800PM ,1,20.0,eTicket,2016-05-26 00:00:00,2016-05-25,,2016-02-12,2016-02-12 17:17:45,2016-02-12,,EST,BOSTON,MASSACHUSETTS,02215,www.ticketmaster.com,F ,Y ,Boston,d681563d746dbbb1f243,,,,,,,,,,,,,,
147,148,8c95471c5444dac48c90,008c508203e5a31bc515,967e5a1ba70064d2b9a1,748b8f95c0f367f29d1b,Third Eye Blind And Dashboard Confessional,Third Eye Blind,Dashboard Confessional,CONCERTS,ALTERNATIVE ROCK,CONCERTS,Third Eye Blind And Dashboard Confessional,   LIVE NATION PRESENTS        THIRD EYE BLIND         UPTOWN AMPHITHEATRE      DASHBOARD CONFESSIONAL   NO PROF CAM*AUDIO*VIDEO   WED JUN 10 2015 7:00 PM  ,2,99.0,eTicket,2015-06-10 23:00:00,2015-06-10,2015-03-10,2015-03-13,2015-05-13 20:54:48,2015-05-13,2015-06-10,EST,CHARLOTTE,NORTH CAROLINA,28206,www.concerts.livenation.com,T ,Y ,Charlotte,748b8f95c0f367f29d1b,,,,,,,,,,,,,,
149,150,ec7d6c49e8ce46b68e4f,771fd7158fdaa36499b3,b85143bf51323b72e53c,f7cfbb0030bcd64531d3,Bette Midler Divine Intervention,Bette Midler,,CONCERTS,ADULT CONTEMPORARY,CONCERTS,Bette Midler Divine Intervention,LIVE NATION / LME PRESENT        BETTE MIDLER          DIVINE INTERVENTION           AMALIE ARENA        NO CAMERAS / VIDEO / REC  MON MAY 11 2015 8:00 PM  ,2,84.0,TicketFast,2015-05-12 00:00:00,2015-05-11,2014-12-03,2014-12-08,2015-04-17 14:30:41,2015-04-17,2015-04-17,EST,TAMPA,FLORIDA,33602,www.ticketmaster.com,T ,Y ,Tampa,f7cfbb0030bcd64531d3,,,,,,,,,,,,,,
152,153,c111a250b2e5ecbbef67,6c7088f5487e52e7b48a,0da5d1e529bd5ec274cb,e018a6b1fdc8ed4387d4,Kelly Clarkson With Special Guest Pentatonix,Kelly Clarkson,Pentatonix,CONCERTS,ROCK/POP,CONCERTS,Kelly Clarkson With Special Guest Pentatonix,CRICKET WIRELESS PRESENTS       KELLY CLARKSON        WWW.KELLYCLARKSON.COM   KEYARENA @ SEATTLE CENTER                             WED AUG 12 2015 7:00PM  ,2,191.0,eTicket,2015-08-13 02:00:00,2015-08-12,2015-03-10,2015-03-14,2015-05-16 14:14:23,2015-05-16,2015-07-15,PST,SEATTLE,WASHINGTON,98109,www.ticketmaster.com,T ,Y ,Seattle,e018a6b1fdc8ed4387d4,,,,,,,,,,,,,,
153,154,77d8da0088224bcc43de,629441cdfe21cda783bb,b85143bf51323b72e53c,1a76c6290129e9c36f35,Gramatik Presented By Live Nation & prime social group,Gramatik,,CONCERTS,RAP/URBAN,CONCERTS,Gramatik Presented By Live Nation & prime social group,     LN & PSG PRESENT              GRAMATIK             18 AND OLDER SHOW          MERCURY BALLROOM        LOUISVILLE KENTUCKY    WED SEP 09 2015 DOORS 8PM ,2,40.0,eTicket,2015-09-10 01:00:00,2015-09-09,2015-07-23,2015-07-24,2015-09-05 21:03:32,2015-09-05,2015-09-05,EST,LOUISVILLE,KENTUCKY,40202,mobile.livenation.us,T ,Y ,Cincinnati-KY,1a76c6290129e9c36f35,,,,,,,,,,,,,,
155,156,e481c02bb2e854f39c56,58e3f3d4fe6f3117f11e,6fd7a617426c342a117e,7d56c39f919bd99c0a16,Radio 104.5's 9th birthday show,Twenty One Pilots,AWOLNATION,CONCERTS,ROCK/POP,CONCERTS,Radio 104.5's 9th birthday show,    WWW.LIVENATION.COM        TWENTY ONE PILOTS     RADIO 104.5 BIRTHDAY SHOW     EMOTIONAL ROADSHOW          BB&T PAVILION        SAT JUN 11 2016 1PM DRS  ,2,59.0,eTicket,2016-06-11 17:00:00,2016-06-11,2016-02-03,2016-02-04,2016-02-04 22:39:01,2016-02-04,,EST,CAMDEN,NEW JERSEY,08103,www.concerts.livenation.com,F ,Y ,Delaware Valley,7d56c39f919bd99c0a16,,,,,,,,,,,,,,
158,159,75187ba71e5ca737cb2e,dca5919872101e6887a3,b85143bf51323b72e53c,0e5dac0c4aa14427bb10,Billy Joel,Billy Joel,,CONCERTS,ROCK/POP,CONCERTS,Billy Joel,       * * * * * *                BILLY JOEL                In Concert            CITIZENS BANK PARK        www.billyjoel.com      THU AUG 13 2015 8:00 PM  ,2,199.0,TicketFast,2015-08-14 00:00:00,2015-08-13,2015-01-26,2015-01-30,2015-08-07 01:58:08,2015-08-06,2015-08-13,EST,PHILADELPHIA,PENNSYLVANIA,19148,mobile.ticketmaster.us,T ,Y ,Delaware Valley,0e5dac0c4aa14427bb10,,,,,,,,,,,,,,
160,161,740b9f44fa3dc1d70936,845375703742f5ba33e8,b85143bf51323b72e53c,8832c5f91ac5d3557211,Coeur De Pirate,Coeur De Pirate,,CONCERTS,CHANSON FRANCAISE,CONCERTS,Coeur De Pirate,  WWW.TIMBRECONCERTS.COM       COEUR DE PIRATE             WITH GUESTS            COMMODORE BALLROOM     NO MINORS/GOV'T ID REQ'D  SAT SEP 19 2015 DRS 8PM  ,2,60.0,eTicket,2015-09-20 03:00:00,2015-09-19,,2015-06-19,2015-06-30 20:19:37,2015-06-30,2015-09-19,PST,VANCOUVER,BRITISH COLUMBIA,V6Z,www.ticketmaster.ca,T ,Y ,Vancouver,8832c5f91ac5d3557211,,,,,,,,,,,,,,
161,162,a77a00badad918908c0c,06e074b50adecfb5ca56,b85143bf51323b72e53c,5102e9cb74705dc37374,Coldplay- A Head Full Of Dreams Tour,Coldplay,,CONCERTS,ALTERNATIVE ROCK,CONCERTS,Coldplay- A Head Full Of Dreams Tour,   LIVE NATION PRESENTS            COLDPLAY         A HEAD FULL OF DREAMS TOUR      LEVI'S STADIUM            RAIN OR SHINE        SAT SEP 03 2016 8:00 PM  ,2,91.0,TicketFast,2016-09-04 03:00:00,2016-09-03,2016-02-03,2016-02-05,2016-02-01 23:41:58,2016-02-01,2016-02-10,PST,SANTA CLARA,CALIFORNIA,95054,mobile.ticketmaster.us,T ,Y ,N. California,5102e9cb74705dc37374,,,,,,,,,,,,,,
166,167,9dc76fb685a748e68192,b599861a109d8d8b04af,34718efbf0600866bdd9,064aee41fe39d4e17a06,Slipknot: Summer's Last Stand Tour,Slipknot,Lamb of God,CONCERTS,HEAVY METAL,CONCERTS,Slipknot: Summer's Last Stand Tour,"   LIVE NATION PRESENTS            SLIPKNOT             WWW.SLIPKNOT1.COM     DARIEN LAKE PERF ARTS CTR     DARIEN CENTER, NY      WED JUL 29 2015 6:00 PM  ",6,300.0,eTicket,2015-07-29 22:00:00,2015-07-29,2015-01-27,2015-01-30,2015-05-12 19:17:41,2015-05-12,2015-05-12,EST,DARIEN CENTER,NEW YORK,14040,www.concerts.livenation.com,T ,Y ,Buffalo,064aee41fe39d4e17a06,,,,,,,,,,,,,,
168,169,d2c0a668e9cf7f8a4b3d,5a30008429ee66fc7b84,9021d10ae169fed0ebb8,c9236aa3f607781fb4da,Luke Bryan: Kick The Dust Up Tour 2015,Luke Bryan,Randy Houser,CONCERTS,COUNTRY,CONCERTS,Luke Bryan: Kick The Dust Up Tour 2015,KICK THE DUST UP TOUR 2015        LUKE BRYAN              LUKEBRYAN.COM       RANDY HOUSER/DUSTIN LYNCH DARIEN LAKE PERF ARTS CTR  FRI SEP 04 2015 7:00 PM  ,6,186.0,eTicket,2015-09-04 23:00:00,2015-09-04,2015-06-16,2015-06-19,2015-06-17 14:37:06,2015-06-17,2015-06-17,EST,DARIEN CENTER,NEW YORK,14040,iphone.ticketmaster.us,T ,Y ,Buffalo,c9236aa3f607781fb4da,,,,,,,,,,,,,,
173,174,6c0ab107d8f278228a75,06e074b50adecfb5ca56,b85143bf51323b72e53c,e349a6fc88ae4e982a64,Coldplay - a head full of dreams tour,Coldplay,,CONCERTS,ALTERNATIVE ROCK,CONCERTS,Coldplay - a head full of dreams tour,"   LIVE NATION PRESENTS            COLDPLAY         A HEAD FULL OF DREAMS TOUR   ROSE BOWL, PASADENA          RAIN OR SHINE         SAT AUG 20 2016 7:30PM  ",4,118.0,eTicket,2016-08-21 02:30:00,2016-08-20,2016-02-03,2016-02-05,2016-02-05 18:02:35,2016-02-05,2016-02-05,PST,PASADENA,CALIFORNIA,91103,www.ticketmaster.com,T ,Y ,Los Angeles,e349a6fc88ae4e982a64,,,,,,,,,,,,,,
174,175,9459b7afdf1f73a7caf8,f1985939332d998dfb34,b85143bf51323b72e53c,e9c79163c8f3696d8f5f,Bryan Adams: Get Up,Bryan Adams,,CONCERTS,ROCK/POP,CONCERTS,Bryan Adams: Get Up,"   LIVE NATION PRESENTS          BRYAN ADAMS                 GET UP!            ORPHEUM THEATRE,BOSTON       1 HAMILTON PLACE       SAT FEB 13 2016 8:00PM  ",2,116.9,eTicket,2016-02-14 01:00:00,2016-02-13,2015-10-26,2015-10-30,2016-02-11 20:23:27,2016-02-11,2016-02-11,EST,BOSTON,MASSACHUSETTS,02108,www.ticketmaster.com,T ,Y ,Boston,e9c79163c8f3696d8f5f,,,,,,,,,,,,,,
178,179,b9a627ffabcf18bc7973,4762fe2956bc885f13fe,a75a966acc995e008cfb,a8d12ef97eda3b7940e9,Dead & Company,Dead & Company,Mickey Hart,CONCERTS,ROCK/POP,CONCERTS,Dead & Company,   LIVE NATION PRESENTS         DEAD & COMPANY                                      ALPINE VALLEY                                  SAT JUL 09 2016 7:30 PM  ,2,291.0,Mail,2016-07-10 00:30:00,2016-07-09,2016-02-09,2016-02-13,2016-02-13 16:02:48,2016-02-13,2016-02-23,CST,ELKHORN,WISCONSIN,53121,www.concerts.livenation.com,T ,Y ,Wisconsin,a8d12ef97eda3b7940e9,,,,,,,,,,,,,,
182,183,0c98fb34db80081b85bd,44ab8d866e9091e7832a,b85143bf51323b72e53c,085507600ec990004376,Pitbull: Time Of Our Lives Presented By Siriusxm.,Pitbull,,CONCERTS,RAP/URBAN,CONCERTS,Pitbull: Time Of Our Lives Presented By Siriusxm.,    SiriusXM Presents              PITBULL              Time of Our Lives     The Axis @Planet HollywoodLET INCL/Doors open at 8PM SAT MAR 19 2016 9:00 PM  ,8,300.08,eTicket,2016-03-20 04:00:00,2016-03-19,2016-01-05,2016-01-08,2016-01-05 18:02:36,2016-01-05,,PST,LAS VEGAS,NEVADA,89109,www.ticketmaster.com,F ,Y ,Las Vegas,085507600ec990004376,,,,,,,,,,,,,,
184,185,930ee97ba9fd477ef178,23fa4d7e248551248770,6fd7a617426c342a117e,0a122a1010129b2a33c9,Fall Out Boy - wintour is coming,Fall Out Boy,AWOLNATION,CONCERTS,ALTERNATIVE ROCK,CONCERTS,Fall Out Boy - wintour is coming,   Live Nation presents          FALL OUT BOY           WINTOUR IS COMING                                   WSU NUTTER CENTER      WED MAR 09 2016 7:00 PM  ,5,210.0,eTicket,2016-03-10 00:00:00,2016-03-09,2015-10-14,2015-10-17,2016-01-07 02:41:24,2016-01-06,,EST,DAYTON,OHIO,45435,www.ticketmaster.com,F ,Y ,Cincinnati-KY,0a122a1010129b2a33c9,,,,,,,,,,,,,,
185,186,0729dd8d9aae8d67c4f8,1c2a4927cecd06afe208,971fb5b15f5e07c6968c,1945d9c4fb4c02a77706,Monster Energy Outbreak Tour Presents: Issues,Issues,Crown the Empire,CONCERTS,ROCK/POP,CONCERTS,Monster Energy Outbreak Tour Presents: Issues, MONSTER ENERGY PRESENTS            ISSUES                OUTBREAK TOUR        PHOENIX CONCERT THEATRE  ALL AGES / HST #R837398916FRI APR 15 2016  6PM DOORS,2,49.0,UPS,2016-04-15 22:00:00,2016-04-15,2016-01-27,2016-01-29,2016-02-18 10:47:16,2016-02-18,2016-02-19,EST,TORONTO,ONTARIO,M4X,mobile.ticketmaster.ca,T ,Y ,Toronto,1945d9c4fb4c02a77706,,,,,,,,,,,,,,
188,189,b39e4baedfdc1d1e04ab,7a9321b547b73f04d27d,b85143bf51323b72e53c,7d39c24c42ef2a8840e7,Foo Fighters World Tour,Foo Fighters,,CONCERTS,ALTERNATIVE ROCK,CONCERTS,Foo Fighters World Tour,   LIVE NATION PRESENTS          FOO FIGHTERS               WORLD TOUR           WWW.FOOFIGHTERS.COM       KLIPSCH MUSIC CENTER    THU AUG 27 2015 7:00 PM  ,1,36.5,eTicket,2015-08-27 23:00:00,2015-08-27,2014-12-01,2014-12-04,2015-05-29 02:22:32,2015-05-28,2015-06-16,CST,NOBLESVILLE,INDIANA,46060,mobile.livenation.us,T ,Y ,Indiana-Ohio,7d39c24c42ef2a8840e7,,,,,,,,,,,,,,
189,190,69c319cd83144355399b,bcbd1b28beb66d02b3dd,b85143bf51323b72e53c,8059a07421bc84757bc5,Mark Knopfler,Mark Knopfler,,CONCERTS,ROCK/POP,CONCERTS,Mark Knopfler,"   LIVE NATION PRESENTS         MARK KNOPFLER                                       BEACON THEATRE       COCA-COLA CONCERT SERIES  TUE OCT 20, 2015 8:00PM  ",1,111.0,TicketFast,2015-10-21 00:00:00,2015-10-20,2015-01-28,2015-01-30,2015-01-30 15:13:02,2015-01-30,2015-10-12,EST,NEW YORK,NEW YORK,10023,www.ticketmaster.com,T ,Y ,New York,8059a07421bc84757bc5,,,,,,,,,,,,,,
190,191,96500ec4e2a4be887b3a,d52cec2adbd1132df4d4,a9a15873ab46f430e481,4cd678579fd97cb84732,Moon Vs. Sun: An Intimate Evening With Raine Maida & chantal kreviazuk,Raine Maida,Chantal Kreviazuk,CONCERTS,ALTERNATIVE ROCK,CONCERTS,Moon Vs. Sun: An Intimate Evening With Raine Maida & chantal kreviazuk,    WWW.LIVENATION.COM           MOON VS. SUN        LEGAL AGE 19+/R837398916      MOD CLUB THEATRE       722 COLLEGE ST TORONTO  WED MAY 27 2015 DRS 6:30PM,4,124.0,TicketFast,2015-05-27 22:30:00,2015-05-27,2015-03-19,2015-03-20,2015-05-26 00:00:45,2015-05-25,2015-05-25,EST,TORONTO,ONTARIO,M6G,www.ticketmaster.ca,T ,Y ,Toronto,4cd678579fd97cb84732,,,,,,,,,,,,,,
194,195,077f657e80a21f60587c,b4edc8f3e4f419fdb1a5,c0efbcf470d57f6a41a4,bfef30e83417f597014c,Nick Jonas: Live In Concert,Nick Jonas,Bebe Rexha,CONCERTS,ROCK/POP,CONCERTS,Nick Jonas: Live In Concert,   CROSSROADS PRESENTS            NICK JONAS            WWW.NICKJONAS.COM       HOUSE OF BLUES BOSTON    15 LANSDOWNE ST/ALL AGES THU SEP 10 2015 DRS 630PM ,2,59.0,eTicket,2015-09-10 22:30:00,2015-09-10,2015-05-19,2015-05-22,2015-05-19 14:10:35,2015-05-19,2015-05-19,EST,BOSTON,MASSACHUSETTS,02215,iphone.ticketmaster.us,T ,Y ,Boston,bfef30e83417f597014c,,,,,,,,,,,,,,
198,199,ac7bf594437f9594d87f,9f5a2f3c272fa7250880,cf2e285df57aaa0233d4,787be3cffdb28aadbf24,Ricky Martin: One World Tour 2015,Ricky Martin,Wisin,CONCERTS,POP,CONCERTS,Ricky Martin: One World Tour 2015,   LIVE NATION PRESENTS          RICKY MARTIN          ONE WORLD TOUR 2015        MOHEGAN SUN ARENA                                SUN OCT 18 2015 7:30 PM  ,2,132.0,eTicket,2015-10-18 23:30:00,2015-10-18,2015-02-14,2015-02-20,2015-06-13 12:29:06,2015-06-13,2015-10-18,EST,UNCASVILLE,CONNECTICUT,06382,www.ticketmaster.com,T ,Y ,Boston,787be3cffdb28aadbf24,,,,,,,,,,,,,,
199,200,d0f63dee8f5a98d9d628,deb79b536072eb8c1fbf,31e26a139eb5775cee3c,484222bd640efa33d547,Metric,METRIC,Joywave,CONCERTS,ROCK/POP,CONCERTS,Metric,                                    METRIC             WWW.ILOVEMETRIC.COM       HOLLYWOOD PALLADIUM     FOLLOW US @THEPALLADIUM  FRI FEB 26 2016 DRS 8:00PM,2,60.0,eTicket,2016-02-27 04:00:00,2016-02-26,2015-11-17,2015-11-20,2015-11-19 20:02:04,2015-11-19,2016-02-26,PST,HOLLYWOOD,CALIFORNIA,90028,www.concerts.livenation.com,T ,Y ,Los Angeles,484222bd640efa33d547,,,,,,,,,,,,,,
206,207,a77a00badad918908c0c,06e074b50adecfb5ca56,b85143bf51323b72e53c,03684c1e19656e28da46,Coldplay - a head full of dreams tour,Coldplay,,CONCERTS,ALTERNATIVE ROCK,CONCERTS,Coldplay - a head full of dreams tour,   LIVE NATION PRESENTS            COLDPLAY         A HEAD FULL OF DREAMS TOUR      LEVI'S STADIUM            RAIN OR SHINE        SAT SEP 03 2016 8:00 PM  ,2,151.0,TicketFast,2016-09-04 03:00:00,2016-09-03,2016-02-03,2016-02-05,2016-02-05 18:02:20,2016-02-05,,PST,SANTA CLARA,CALIFORNIA,95054,www.ticketmaster.com,F ,Y ,N. California,03684c1e19656e28da46,,,,,,,,,,,,,,
209,210,a429874345aece0f7e17,8ece566dec0c146b25cd,b85143bf51323b72e53c,d5e54499edb8d70a1056,Beyonce - the formation world tour,Beyoncé,,CONCERTS,R & B,CONCERTS,Beyonce - the formation world tour,   LIVE NATION PRESENTS            BEYONCE           THE FORMATION WORLD TOUR        MARLINS PARK             RAIN OR SHINE         WED APR 27 2016 6:00PM  ,2,340.0,TicketFast,2016-04-27 22:00:00,2016-04-27,2016-02-09,2016-02-16,2016-02-09 19:25:23,2016-02-09,,EST,MIAMI,FLORIDA,33125,mobile.ticketmaster.us,F ,Y ,Miami,d5e54499edb8d70a1056,,,,,,,,,,,,,,
211,212,469c25175c20d4a10054,f6d4c1c6e8221ac08515,b85143bf51323b72e53c,18e11f75e32bce5e3ee6,Dcx World Tour Mmxvi,Dixie Chicks,,CONCERTS,COUNTRY,CONCERTS,Dcx World Tour Mmxvi,   LIVE NATION PRESENTS          DIXIE CHICKS          DCX WORLD TOUR MMXVI     SARATOGA PERF ARTS CTR        RAIN OR SHINE        SAT JUN 11 2016 7:00 PM  ,1,35.0,eTicket,2016-06-11 23:00:00,2016-06-11,2015-11-17,2015-11-20,2016-02-23 19:38:04,2016-02-23,2016-02-23,EST,SARATOGA SPRINGS,NEW YORK,12866,www.concerts.livenation.com,T ,Y ,New York,18e11f75e32bce5e3ee6,,,,,,,,,,,,,,
214,215,9955a06106720855fc71,c9fe81add330e8258ff5,1ee840a02ddb3c2955d5,6feb8f25082305f69831,J. Cole: Forest Hills Drive Tour,J. Cole,Big Sean,CONCERTS,RAP/URBAN,CONCERTS,J. Cole: Forest Hills Drive Tour,   LIVE NATION PRESENTS            J. COLE           FOREST HILLS DRIVE TOUR     KLIPSCH MUSIC CENTER         RAIN OR SHINE        SUN JUL 26 2015 6:30 PM  ,1,21.0,eTicket,2015-07-26 22:30:00,2015-07-26,2015-02-24,2015-02-27,2015-07-26 17:27:21,2015-07-26,2015-07-26,CST,NOBLESVILLE,INDIANA,46060,iphone2.livenation.us,T ,Y ,Indiana-Ohio,6feb8f25082305f69831,,,,,,,,,,,,,,
